,Product,ihs_match
1483,NYLON 66 RESIN,NYLON 66 BY CONT. PROCESS FROM CYCLOHEXANE VIA ADA OXIDATION AND HMDA FROM ACRYLONITRILE VIA ASCEND ELECTRO HYDRODIMERIZATION
1484,NYLON 66 RESIN,NYLON 66 BY CONT. PROCESS FROM CYCLOHEXANE VIA ADA OXIDATION AND HMDA FROM BUTADIENE VIA INVISTA HYDROCYANATION
1485,NYLON 66 RESIN,NYLON 66 RESIN BY THE CONTINUOUS PROCESS
1486,NYLON 66 RESIN,"NYLON 66 [CAPROLACTAM BY-PRODUCT], BY CONT. PROCESS FROM BUTADIENE VIA CAPROLACTAM/HMDA ADN"
1487,NYLON 66 RESIN,NYLON 66 BY CONT. PROCESS FROM CYCLOHEXANE VIA ADA OXIDATION AND ADN VIA HMDA
1488,NYLON 66 RESIN,"NYLON 66 BY CONT. PROCESS FROM BENZENE- VIA ADA, AND BUTADIENE VIA HMDA HYDROCYANATION"
1489,NYLON 66 RESIN,NYLON 66 BY CONT. PROCESS FROM BUTADIENE VIA CAPROLACTAM/HMDA FROM ADN
1490,NYLON 66 RESIN,NYLON 66 BY CONT. PROCESS FROM BUTADIENE- VIA ADA CARBALKOXYLATION AND VIA HMDA HYDROCYANATION
1491,NYLON CARPET STAPLE,NYLON CARPET STAPLE FROM A NYLON SALT AQUEOUS SOLUTION
1492,NYLON CARPET YARN,NYLON CARPET YARN FROM A NYLON SALT AQUEOUS SOLUTION
1493,NYLON HOSIERY MONOFILAMENT,NYLON HOSIERY MONOFILAMENT FROM NYLON 66 AND NYLON 6 CHIPS
1494,NYLON SALT (63% SOLN),"NYLON SALT SOLUTION, 63%, IN WATER FROM ADIPIC ACID AND HEXAMETHYLENEDIAMINE"
1496,"NYLON SALT, SOLID","NYLON SALT, SOLID FROM ADIPIC ACID AND HEXAMETHYLENEDIAMINE"
1497,NYLON TEXTILE YARN,NYLON TEXTILE YARN FROM NYLON 66 CHIPS
1498,NYLON TIRE CORD,NYLON TIRE CORD FROM A NYLON SALT AQUEOUS SOLUTION
1499,NYLON/CLAY NANOCOMPOSITES,NYLON/CLAY NANOCOMPOSITES BY DIRECT INTERCALATION
1505,O-PHENYLENEDIAMINE,O-PHENYLENEDIAMINE FROM O-NITROCHLOROBENZENE
1508,OCTENE-1,OCTENE-1 BY SASOL HEPTENE-1 HYDROFORMYLATION TECHNOLOGY
1509,OCTENE-1,OCTENE-1 PRODUCTION BY ETHYLENE TETRAMERIZATION PROCESS
1510,OCTENE-1,ON PURPOSE OCTENE-1 BY DOW'S BUTADIENE TELOMERIZATION PROCESS
1513,"OLEFIN SULFONATES, ALPHA","OLEFIN SULFONATES, ALPHA, BY SULFUR TRIOXIDE/AIR SULFONATION"
1514,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA BY UOP PROCESS (UPDATE)"
1515,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA, BY SHELL HIGHER OLEFINS PROCESS"
1516,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA BY DUPONT PROCESS"
1517,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA BY ETHYLENE OLIGOMERIZATION, ISOMERIZATION, AND DISPROPORTIONATION"
1518,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA BY CRACKING PARAFFIN WAX"
1519,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA BY HIGH TEMPERATURE ETHYLENE POLYMERIZATION"
1520,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA BY HIGH TEMPERATURE POLYMERIZATION"
1521,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA BY IFP PROCESS (UPDATE)"
1522,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA BY MODIFED ETHYLENE POLYMERIZATION"
1523,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA BY SABIC-LINDE PROCESS"
1524,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA, BY THE BP PROCESS"
1525,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA, BY THE CHEVRON PROCESS"
1526,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA, BY THE IFP PROCESS"
1527,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA, BY THE UOP/UNION CARBIDE PROCESS"
1528,"OLEFINS, LINEAR ALPHA","OLEFINS, LINEAR ALPHA, BY TWO-STAGE OLIGOMERIZATION-DISPLACEMENT PROCESS"
1529,OVERBASED CA SULFONATE,OVERBASED CALCIUM SULFONATE DETERGENT LUBRICATING OIL ADDITIVE PROCESS
1530,OVERBASED Mg SULFONATE,OVERBASED MAGNESIUM SULFONATE DETERGENT LUBRICATING OIL ADDITIVE PROCESS
1533,OXYGEN,OXYGEN BY VACUUM PRESSURE SWING ADSORPTION
1534,OXYGEN,OXYGEN FROM AIR SEPARATION UNIT 95.0% PURITY
1535,OXYGEN,OXYGEN FROM AIR SEPARATION UNIT 99.8% PURITY
1536,OXYGEN,OXYGEN LIQUID VIA CRYOGENIC AIR SEPARATION
1537,OXYGEN,OXYGEN VAPOR VIA CRYOGENIC AIR SEPARATION
1538,OXYGEN,OXYGEN VIA HOLLOW FIBER MEMBRANE
1539,OXYGEN-ENRICHED AIR,OXYGEN-ENRICHED AIR BY PRESSURE SWING ADSORPTION (PSA)
1540,OXYGEN-ENRICHED AIR,OXYGEN-ENRICHED AIR BY MEMBRANE GAS SEPARATION
1541,P-CHLOROBENZENE,P-CHLOROBENZENE FROM BENZENE AND CHLORINE PROCESS
1543,P-CHLOROBENZOTRIFLUORIDE,P-CHLOROBENZOTRIFLUORIDE FROM P-CHLOROTOLUENE
1544,P-CHLORONITROBENZENE,P-CHLORONITROBENZENE BY NITRATION OF CHLOROBENZENE
1545,P-CHLOROTOLUENE,P-CHLOROTOLUENE FROM TOLUENE BY CHLORINATION
1546,P-CRESOL,P-CRESOL FROM P-TOLUENESULFONIC ACID
1549,P-HYDROXYBENZOIC ACID,P-HYDROXYBENZOIC ACID FROM PHENOL
1550,P-METHYLSTYRENE,P-METHYLSTYRENE FROM TOLUENE AND ETHYLENE VIA P-ETHYLTOLUENE
1552,P-NONYLPHENOL,P-NONYLPHENOL FROM NONENE AND PHENOL BY A BORON TRIFLUORIDE CATALYZED PROCESS
1553,P-NONYLPHENOL,P-NONYLPHENOL FROM NONENE AND PHENOL BY AN ION-EXCHANGE CATALYZED PROCESS
1554,P-PHENYLENEDIAMINE,P-PHENYLENEDIAMINE FROM ANILINE
1555,P-PHENYLENEDIAMINE,P-PHENYLENEDIAMINE FROM P-CHLORONITROBENZENE
1556,P-T-BUTYLPHENOL,P-T-BUTYLPHENOL FROM ISOBUTYLENE AND PHENOL BY AN ION-EXCHANGE CAT PROCESS
1557,P-T-OCTYLPHENOL,P-T-OCTYLPHENOL FROM DIISOBUTYLENE AND PHENOL BY AN ION-EXCH CAT PROCESS
1558,P-XYLENE,P-XYLENE FROM HENGLI REFINERY COMPLEX
1559,P-XYLENE,P-XYLENE AND M-XYLENE FROM HEAVY REFORMATE/TDP XYLENE BY ADSORPTION PROCESS
1560,P-XYLENE,P-XYLENE AND M-XYLENE FROM HEAVY REFORMATE/MSTDP XYLENE BY ADSORPTION PROCESS
1561,P-XYLENE,P-XYLENE [BENZENE BY-PRODUCT] FROM TOLUENE BY MOBIL SELECTIVE TOLUENE DISPROPORTIONATION
1562,P-XYLENE,P-XYLENE VIA BP CRYSTALLIZATION TECHNOLOGY
1563,P-XYLENE,P-XYLENE FROM ZHEJIANG REFINERY COMPLEX
1564,P-XYLENE,P-XYLENE FROM SHENGHONG CRUDE OIL TO CHEMICALS
1565,P-XYLENE,P-XYLENE FROM REFORMATE II
1566,P-XYLENE,P-XYLENE FROM REFORMATE I
1567,P-XYLENE,P-XYLENE FROM HEAVY REFORMATE/TDP XYLENE BY PAREX(R) ADSORPTION PROCESS
1568,P-XYLENE,P-XYLENE FROM HEAVY REFORMATE/TDP XYLENE BY CRYSTALLIZATION PROCESS
1569,P-XYLENE,P-XYLENE FROM SABIC ALKYLATION PROCESS TECHNOLOGY
1570,P-XYLENE,P-XYLENE FROM HEAVY REFORMATE/MSTDP XYLENE BY CRYSTALLIZATION PROCESS
1571,P-XYLENE,P-XYLENE FROM HEAVY NAPHTHA
1572,P-XYLENE,P-XYLENE BY CRYSTALLIZATION PROCESS
1573,P-XYLENE,P-XYLENE BY COMBINED CRYSTALLIZATION/ADSORPTION PROCESS
1574,P-XYLENE,P-XYLENE BY AXENS PARAMAX PROCESS FROM HEAVY NAPHTHA
1575,P-XYLENE,P-XYLENE BY ADSORPTION PROCESS CASE B - TOLUENE ALKYLATE FEED
1576,P-XYLENE,P-XYLENE BY ADSORPTION PROCESS CASE A- STDP XYLENE FEED
1577,P-XYLENE,P-XYLENE BY A PAREX(R)/MHTI PROCESS
1578,P-XYLENE,P-XYLENE BY A PAREX(R)/MHAI PROCESS
1579,P-XYLENE,P-XYLENE FROM HEAVY REFORMATE/MSTDP XYLENE BY PAREX(R) ADSORPTION PROCESS
1586,PARAFFINS & WAXES,GTL WITH PARAFFINS & WAXES PRODUCTION PROCESS
1587,"PARAFFINS, WAXES AND LUBE BASE OILS","GTL WITH PARAFFINS, WAXES AND LUBE BASE OILS PRODUCTION PROCESS"
1589,PBT PELLETS,"POLYBUTYLENE TEREPHTHALATE PELLETS FROM DMT AND 1,4-BUTANEDIOL"
1590,PBT PELLETS (30% GF),"POLYBUTYLENE TEREPHTHALATE PELLETS, 30% GLASS-FILLED FROM PBT AND GLASS FIBERS"
1591,PBT PELLETS (IV=0.85),"POLYBUTYLENE TEREPHTHALATE PELLETS (IV=0.85) FROM DMT AND 1,4-BUTANEDIOL"
1592,PBT PELLETS (IV>1.1),"POLYBUTYLENE TEREPHTHALATE PELLETS (IV>1.1) FROM DMT AND 1,4-BUTANEDIOL"
1593,PCT PELLETS,"POLY(1,4-CYCLOHEXYLENEDIMETHYLENE TEREPHTHALATE) PELLETS FROM DMT AND 1,4-CHDM"
1594,"PCT PELLETS, ACID MODIFIED","POLY(1,4-CYCLOHEXYLENEDIMETHYLENE TEREPHTHALATE) PELLETS, ACID MODIFIED FROM DMT, 1,4-CHDM, AND DMI"
1595,"PCT PELLETS, GLYCOL MODIFIED","POLY(1,4-CYCLOHEXYLENEDIMETHYLENE TEREPHTHALATE) PELLETS, GLYCOL MODIFIED FROM DMT, 1,4-CHDM, AND EG"
1597,PENTAERYTHRITOL ESTER,PENTAERYTHRITOL ESTER OF SHORT-CHAIN FATTY ACIDS FOR SYNLUBE BASE STOCK
1601,PERACETIC ACID,PERACETIC ACID FROM ACETALDEHYDE BY ACID-CATALYZED LIQUID-PHASE OXIDATION
1602,PERACETIC ACID,PERACETIC ACID FROM ACETALDEHYDE BY TWO-STAGE LIQUID-PHASE OXIDATION
1603,PERCHLOROETHYLENE,PERCHLOROETHYLENE (AND CARBON TETRACHLORIDE) FROM C1 TO C3 HYDROCARBONS
1604,PERFLUORO(PROPYLVINYL ETHER),PERFLUORO(PROPYLVINYL ETHER) (PPVE) FROM TFE AND PENTAFLUOROPROPANOL BY DUPONT PROCESS
1605,PERMETHRIN,PERMETHRIN PYRETHROID INSECTICIDE BY THE KURARAY PROCESS
1606,PERMETHRIN,PERMETHRIN PYRETHROID INSECTICIDE BY THE SAGAMI PROCESS
1607,PET PELLETS (30% GF),"POLYETHYLENE TEREPHTHALATE PELLETS, 30% GLASS-FILLED FROM PET AND GLASS FIBERS"
1608,PET PELLETS (IV=0.6),POLYETHYLENE TEREPHTHALATE PELLETS (IV=0.6) FROM DMT AND EG
1609,PET PELLETS (IV=0.6),POLYETHYLENE TEREPHTHALATE PELLETS (IV=0.6) FROM TEREPHTHALIC ACID AND EG
1610,PET PELLETS (IV=0.6),PET PELLETS (IV 0.60 DL/G) PRODUCTION BY INVISTA CONTINUOUS POLYMERIZATION PROCESS
1611,PET PELLETS (IV=0.7),"POLYETHYLENE TEREPHTHALATE PELLETS, BOTTLE GRADE (IV=0.72) FROM PET (IV=0.6)"
1612,PET PELLETS (IV=0.8),"POLYETHYLENE TEREPHTHALATE PELLETS, BOTTLE GRADE (IV=0.82) FROM PET (IV=0.6)"
1613,PET PELLETS (IV=0.82),"PET PELLETS, BOTTLE GRADE (IV 0.82 DL/G) FROM WIDE RANGE AND HEAVY NAPHTHA"
1614,PET PELLETS (IV=0.82),"PET PELLETS, BOTTLE GRADE (IV 0.82 DL/G) FROM NAPHTHA AND P-XYLENE"
1615,PET PELLETS (IV=0.82),"PET PELLETS, BOTTLE GRADE (IV 0.82 DL/G) FROM ETHYLENE AND P-XYLENE"
1616,PET PELLETS (IV=0.82),"PET PELLETS, BOTTLE GRADE (IV 0.82 DL/G) FROM ETHANE AND HEAVY NAPHTHA"
1617,PET PELLETS (IV=0.82),PET PELLETS BY CHEMICAL RECYCLING OF PET USING UHDE INVENTA-FISCHER FLAKE TO RESIN (FTR®) PROCESS
1618,PET PELLETS (IV=0.82),"PET (IV 0.82 DL/G) PRODUCTION, BIO BASED, FROM CORN BY AN INTEGRATED PROCESS"
1619,PET PELLETS (IV=0.82),"PET PELLETS, BOTTLE GRADE (IV 0.82 DL/G) PRODUCTION FROM PET POLYMER MELT BY POLYMETRIX ECOSPHERE SSP"
1620,PET PELLETS (IV=0.82),"PET PELLETS, BOTTLE GRADE FROM RECYCLING OF PET BOTTLES (SEPARATION AFTER GRANULATION)"
1621,PET PELLETS (IV=0.82),"PET PELLETS, BOTTLE GRADE (IV 0.82 DL/G) PRODUCTION BY INVISTA CONTINUOUS POLYMERIZATION AND POLYMETRIX ECOSPHERE SSP PROCESS"
1622,PET PELLETS (IV=0.82),"PET PELLETS, BOTTLE GRADE (IV 0.82 DL/G) PRODUCTION BY UHDE INVENTA-FISCHER MELT-TO-RESIN (MTR) PROCESS"
1623,"PET PELLETS (IV=1.04), SP GRADE","POLYETHYLENE TEREPHTHALATE PELLETS, SPECIAL GRADE (IV=1.04) FROM PET(IV=0.6)"
1624,"PET PELLETS, GLYCOL MODIFIED","POLY(ETHYLENE TEREPHTHALATE) PELLETS, GLYCOL MODIFIED FROM DMT, 1,4-CHDM, AND EG"
1625,PET POLYMER MELT,PET POLYMER MELT (IV 0.60 DL/G) PRODUCTION BY INVISTA CONTINUOUS POLYMERIZATION PROCESS
1627,"PETROLEUM RESIN, C5 ALIPHATIC","PETROLEUM RESIN, C5 ALIPHATIC, BY CATALYTIC POLYMERIZATION"
1628,"PETROLEUM RESIN, C9 AROMATIC","PETROLEUM RESIN, C9 AROMATIC, BY CATIONIC POLYMERIZATION"
1629,"PETROLEUM RESIN, DCPD","PETROLEUM RESIN, DICYCLOPENTADIENE, BY THERMAL POLYMERIZATION"
1630,PFA RESIN,PERFLUOROALKOXY COPOLYMER BY CONTINUOUS PRECIPITATION POLYMERIZATION PROCESS
1631,PFA RESIN,PERFLUOROALKOXY COPOLYMER BY CONVENTIONAL AQUEOUS EMULSION POLYMERIZATION PROCESS
1632,PHENMEDIPHAM,PHENMEDIPHAM PESTICIDE
1633,PHENOL,PHENOL FROM CUMENE VIA OXYGEN-BASED LIQUID OXIDATION
1634,PHENOL,PHENOL FROM BENZENE BY SINGLE-STEP HYDROXYLATION USING ZEOLITE CATALYST
1635,PHENOL,PHENOL FROM BENZENE AND HYDROGEN PEROXIDE
1636,PHENOL,PHENOL BY LIQUID PHASE OXIDATION OF TOLUENE
1637,PHENOL,PHENOL BY EXXONMOBIL'S THREE-STEP PROCESS
1638,PHENOL,PHENOL FROM KBR PROCESS VIA CUMENE FROM PROPYLENE BY BADGER PROCESS
1639,PHENOL,MITSUI ACETONE RECYCLING TECHNOLOGY IN PHENOL MANUFACTURING
1640,PHENOL,PHENOL [ACETONE BY-PRODUCT] FROM CUMENE
1641,PHENOL,PHENOL [ACETONE BY-PRODUCT] FROM BENZENE AND PROPYLENE VIA CUMENE
1642,PHENOL,PHENOL PRODUCTION VIA THE ALPHOX PROCESS WITH CAPTIVE NITROUS OXIDE SYNTHESIS
1643,PHENOL,PHENOL PRODUCTION FROM CUMENE VIA CUMENE HYDROPEROXIDE
1644,PHENOL,PHENOL PRODUCTION FROM BENZENE VIA CYCLOHEXENE
1645,PHENOL,PHENOL BY CUMENE HYDROPEROXIDE KBR PROCESS
1646,PHENOL,PHENOL FROM BENZENE VIA SINGLE-STEP HYDROXYLATION
1647,PHENOL-FORMALDEHYDE,"PHENOL-FORMALDEHYDE RESOL SYRUP, 50% SOLIDS, BATCH PROCESS"
1648,PHENOL-FORMALDEHYDE MP,PHENOL-FORMALDEHYDE RESIN NOVOLAC MOLDING POWDER PROCESS
1649,PHOSGENE,PHOSGENE FROM CHLORINE AND CARBON MONOXIDE BY ACTIVE CARBON CATALYSIS
1651,PHOSPHORIC ACID,PURIFICATION OF WET PROCESS PHOSPHORIC ACID BY A SOLVENT EXTRACTION PROCESS-FOOD GRADE
1652,PHOSPHORIC ACID,PURIFICATION OF WET PROCESS PHOSPHORIC ACID BY A SOLVENT EXTRACTION PROCESS-TECHNICAL GRADE
1653,PHOSPHORIC ACID (AS P2O5),"PHOSPHORIC ACID, INDUSTRIAL GRADE, THERMAL, BY AN ELECTRIC FURNACE/OXIDATION PROCESS"
1654,PHOSPHORIC ACID (AS P2O5),"PHOSPHORIC ACID, INDUSTRIAL GRADE, BY UPGRADING WET PROCESS PHOSPHORIC ACID (ALBRIGHT & WILSON)"
1655,PHOSPHORIC ACID (WET),PHOSPHORIC ACID BY THE HEMIHYDRATE-DIHYDRATE WET PROCESS
1656,PHOSPHORIC ACID (WET),PHOSPHORIC ACID BY THE HEMIHYDRATE WET PROCESS
1657,PHOSPHORIC ACID (WET),PHOSPHORIC ACID BY THE DIHYDRATE WET PROCESS
1661,PHOSPHORUS PENTASULFIDE,PHOSPHORUS PENTASULFIDE FROM PHOSPHORUS AND SULFUR
1664,PHTHALIC ANHYDRIDE,PHTHALIC ANHYDRIDE RECOVERY WITH MOLTEN MALEIC ANHYDRIDE SCRUBBING
1665,PHTHALIC ANHYDRIDE,PHTHALIC ANHYDRIDE FROM NAPHTHALENE BY THE ALUSUISSE ITALIA PROCESS
1666,PHTHALIC ANHYDRIDE,PHTHALIC ANHYDRIDE FROM O-XYLENE BY AIR OXIDATION WITH FIXED BED REACTOR
1667,PHTHALIC ANHYDRIDE,PHTHALIC ANHYDRIDE FROM O-XYLENE IN DUAL FIXED-BED REACTOR
1668,PHTHALIC ANHYDRIDE,PHTHALIC ANHYDRIDE FROM O-XYLENE IN A FLUIDIZED-BED REACTOR (ARISTECH)
1669,PHTHALIC ANHYDRIDE,PHTHALIC ANHYDRIDE FROM O-XYLENE IN A FIXED-BED REACTOR (BASF)
1670,PHTHALIC ANHYDRIDE,PHTHALIC ANHYDRIDE FROM O-XYLENE BY THE ATOCHEM/NIPPON SHOKUBAI PROCESS
1671,PHTHALIC ANHYDRIDE,PHTHALIC ANHYDRIDE FROM O-XYLENE BY THE ALUSUISSE ITALIA PROCESS
1673,"PL FILM, EVA AGRICULTURAL","PLASTIC FILM, EVA AGRICULTURAL, BY THE BUBBLE BLOWING PROCESS"
1674,"PL FILM, EVA/LLDPE/EVA, COEXTRUDED","PLASTIC FILM, EVA/LLDPE/EVA, COEXTRUDED BY THE BUBBLE BLOWING PROCESS"
1675,"PL FILM, EVA/NYLON/EVA, COEXTRUDED","PLASTIC FILM, EVA/NYLON/EVA, COEXTRUDED BY THE BUBBLE BLOWING PROCESS"
1676,"PL FILM, FEP AND PFA","PLASTIC FILM, FEP AND PFA, BY THE MELT EXTRUSION PROCESS"
1677,"PL FILM, HDPE, BLOWN","PLASTIC FILM, HDPE, BY THE BUBBLE BLOWING PROCESS"
1678,"PL FILM, HDPE/EVA, COEXTRUDED","PLASTIC FILM, HDPE/EVA, COEXTRUDED BY THE BUBBLE BLOWING PROCESS"
1679,"PL FILM, HDPE/LDPE, COEXTRUDED","PLASTIC FILM, HDPE/LDPE, COEXTRUDED BY THE BUBBLE BLOWING PROCESS"
1680,"PL FILM, LDPE, BLOWN","PLASTIC FILM, LDPE, BY THE BUBBLE BLOWING PROCESS"
1681,"PL FILM, LDPE/LLDPE/LDPE, COEXTRUDED","PLASTIC FILM, LDPE/LLDPE/LDPE, COEXTRUDED BY THE BUBBLE BLOWING PROCESS"
1682,"PL FILM, LDPE/NYLON/LDPE, COEXTRUDED","PLASTIC FILM, LDPE/NYLON/LDPE, COEXTRUDED BY THE BUBBLE BLOWING PROCESS"
1683,"PL FILM, LLDPE, BLOWN","PLASTIC FILM, LLDPE, BY THE BUBBLE BLOWING PROCESS"
1684,"PL FILM, LLDPE/LDPE, COEXTRUDED","PLASTIC FILM, LLDPE/LDPE+SCRAP, COEXTRUDED BY THE BUBBLE BLOWING PROCESS"
1685,"PL FILM, OPP/PVDC/LDPE, COEXTRUDED","PLASTIC FILM, OPP/PVDC/LDPE, COEXTRUDED BY THE CHILL ROLL CASTING TENTERING PROCESS"
1686,"PL FILM, PET, BIAX ORIENTED","PLASTIC FILM, PET, BIAXIALLY ORIENTED, BY CHILL-ROLL CASTING AND TENTERING PROCESS"
1687,"PL FILM, PET, MICROPOROUS","PLASTIC FILM, PET, MICROPOROUS, BY THE ICI PROCESS"
1688,"PL FILM, PET/PVDC/LDPE, COEXTRUDED","PLASTIC FILM, PET/PVDC/LDPE, COEXTRUDED BY THE CHILL ROLL CASTING TENTERING PROCESS"
1689,"PL FILM, POLYCARBONATE","PLASTIC FILM, POLYCARBONATE, BY THE MELT EXTRUSION-CASTING PROCESS"
1690,"PL FILM, POLYIMIDE","PLASTIC FILM, POLYIMIDE, BY THE SOLUTION CASTING PROCESS"
1691,"PL FILM, PP, BIAX ORIENTED","PLASTIC FILM, PP, BIAXIALLY ORIENTED, BY CHILL-ROLL CASTING AND TENTERING PROCESS"
1692,"PL FILM, PP, BIAX ORIENTED","PLASTIC FILM, PP, BIAXIALLY ORIENTED, BY THE DOUBLE BUBBLE BLOWING PROCESS"
1693,"PL FILM, PP, MICROPOROUS","PLASTIC FILM, PP, MICROPOROUS, BY THE MOBIL OIL PROCESS"
1694,"PL FILM, PP, UNORIENTED","PLASTIC FILM, PP, UNORIENTED, BY THE CHILL-ROLL CASTING PROCESS"
1695,"PL FILM, PVC AGRICULTURAL","PLASTIC FILM, PVC AGRICULTURAL, BY THE BUBBLE BLOWING PROCESS"
1696,"PL FILM, PVC/PVDC/EVA, COEXTRUDED","PLASTIC FILM, PVC/PVDC/EVA, COEXTRUDED BY THE CHILL ROLL CASTING TENTERING PROCESS"
1697,PLANT AIR,"PLANT AIR AT 1,070 CUBIC FEET PER MINUTE"
1698,PLANT AIR,"PLANT AIR AT 10,000 CUBIC FEET PER MINUTE"
1699,PLANT AIR,PLANT AIR AT 100 CUBIC FEET PER MINUTE
1700,PLANT AIR,PLANT AIR AT 570 CUBIC FEET PER MINUTE
1702,"PMMA, SYNDIOTACTIC","POLYMETHYLMETHACRYLATE, SYNDIOTACTIC BY A SOLUTION PROCESS WITH [Cp*2SmH]2"
1703,"PMMA, SYNDIOTACTIC",PMMA RECYCLING BY ICI TERTIARY RECYCLING TECHNOLOGY
1704,PMPPA,POLYMETHYLENE POLYPHENYLENE POLYAMINE BY HCl CONDENSATION AND NEUTRALIZATION
1705,POLY(PROPYLENE CARBONATE),POLY(PROPYLENE CARBONATE) PRODUCTION WITH A CO-SALEN HOMOGENEOUS CATALYST
1706,POLY(PROPYLENE CARBONATE),POLY(PROPYLENE CARBONATE) COPOLYMER FROM PROPYLENE OXIDE AND CARBON DIOXIDE
1707,POLY(PROPYLENE CARBONATE) POLYOL,POLY(PROPYLENE CARBONATE) POLYOL PRODUCTION WITH A CO-SALEN HOMOGENEOUS CATALYST
1708,POLY(STYR-DVB) (4% DVB),"POLYSTYRENE BEADS, GEL-TYPE(4% DVB) PROCESS"
1709,POLY(STYR-DVB) (8% DVB),"POLYSTYRENE BEADS, GEL-TYPE (8% DVB) PROCESS"
1710,POLY(STYR-DVB) (8% DVB)MP,"POLYSTYRENE BEADS, MACRPOROUS (8% DVB) PROCESS"
1711,POLY(STYR-MALEIC ANHYDRIDE),"POLY(STYRENE-MALEIC ANHYDRIDE), RUBBER-MODIFIED, BY A BATCH SOLN PROCESS"
1712,POLY(STYRENE-MMA),"POLY(STYRENE-METHYL METHACRYLATE), RUBBER-MODIFIED, BY A CONT BULK PROCESS"
1713,POLY(STYRENE/AMS/AA),"POLY(STYRENE/ALPHA-METHYLSTYRENE/ACRYLIC ACID), LOW MOL WT, BY A CONT BULK PROCESS"
1715,POLYACETAL COPOLYMER,POLYACETAL COPOLYMER FROM METHANOL VIA METHYLAL/FORMALDEHYDE/TRIOXANE
1716,POLYACETAL COPOLYMER,POLYACETAL COPOLYMER FROM METHANOL VIA TRIOXANE AND ETHYLENE OXIDE
1717,POLYACRYLAMIDE (MW: 10M),POLYACRYLAMIDE(ANIONIC) BY EMULSION PROCESS (MOL WT = ABOUT 10 MILLION)
1718,POLYACRYLAMIDE (MW: 10M),POLYACRYLAMIDE(CATIONIC) BY SOLUTION POLYMERIZATION (MOL WT=ABOUT 10 MILLION)
1719,POLYACRYLAMIDE (MW: 20M),POLYACRYLAMIDE(ANIONIC) BY RADIATION PROCESS (MOL WT = ABOUT 20 MILLION)
1720,POLYACRYLAMIDE (MW: 7-15M),POLYACRYLAMIDE(ANIONIC) BY SOLUTION PROCESS (MOL WT = ABOUT 7-15 MILLION)
1721,POLYACRYLAMIDE (MW: 7M),"POLYACRYLAMIDE(ANIONIC), SOLID, BY DISPERSE PHASE POLYM (MW=ABOUT 7 MILLION)"
1722,POLYACRYLAMIDE (MW: 7M),"POLYACRYLAMIDE(NONIONIC), SOLID, BY SOLUTION POLYMERIZATION (MW = ABOUT 7 MILLION))"
1723,POLYACRYLATE LATEX,POLYACRYLATE (MMA-BA-HEMA-AA) LATEX BY EMULSION POLYMERIZATION
1724,POLYACRYLATE LATEX,POLYACRYLATE (EA-MMA-MAC) RESIN LATEX BY EMULSION POLYMERIZATION
1725,POLYACRYLATE PELLETS,POLYACRYLATE (MMA-MA-ST) PELLETS BY SUSPENSION POLYMERIZATION
1726,POLYACRYLATE PELLETS,POLYACRYLATE (MMA-EA) PELLETS BY SUSPENSION POLYMERIZATION
1727,POLYACRYLATE RESIN,POLYACRYLATE (MMA-EA-HEMA) RESIN BY SOLUTION POLYMERIZATION
1728,POLYACRYLATE RESIN,POLYACRYLATE (MMA-EMA-MAC) RESIN BY SOLUTION POLYMERIZATION
1729,"POLYACRYLATE RESIN, SAP","POLYACRYLATE RESIN, SUPERABSORBENT, BY INVERSE SUSPENSION POLYMERIZATION"
1730,"POLYACRYLATE RESIN, SAP","POLYACRYLATE RESIN, SUPERABSORBENT, BY AQUEOUS POLYMERIZATION OF GLACIAL ACRYLIC ACID"
1731,"POLYACRYLIC ACID, HMW","POLYACRYLIC ACID, HIGH MOLECULAR WEIGHT, BY AN EMULSION PROCESS"
1732,"POLYACRYLIC ACID, SAP","POLYACRYLIC ACID, SUPERABSORBENT, BY A CONTINUOUS PROCESS"
1733,"POLYACRYLIC ACID, SAP","POLYACRYLIC ACID, SUPERABSORBENT, BY A BATCH PROCESS"
1735,POLYACRYLONITRILE FIBER,POLYACRYLONITRILE PRECURSOR FIBER BY MELT EXTRUSION
1737,POLYALPHAOLEFIN,"POLYALPHAOLEFIN, HYDROGENATED FROM 1-DECENE FOR SYNLUBE BASE STOCK"
1738,POLYARYLATE,"POLYARYLATE FROM BISPHENOL A, ISO- AND TEREPHTHALIC ACIDS VIA BPA DIACETATE"
