,ihs_match,PRODUCT,ROUTE,TECHNOLOGY,LICENSOR
503,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,RHONE POULENC/MONSANTO
502,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE UOP Q-MAX™ PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,RHONE POULENC/MONSANTO
501,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE VERSALIS/LUMMUS PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,RHONE POULENC/MONSANTO
497,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ALUMINUM CHLORIDE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,RHONE POULENC/MONSANTO
500,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, SOLID PHOSPHORIC ACID CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,RHONE POULENC/MONSANTO
499,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ZOELITE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,RHONE POULENC/MONSANTO
498,CUMENE FROM REFINERY-GRADE PROPYLENE BY BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,RHONE POULENC/MONSANTO
505,CUMENE BY A CATALYTIC DISTILLATION PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,RUSSIAN TECHNOLOGY
504,CUMENE FROM BENZENE AND PROPYLENE,CUMENE,BENZENE/PROPYLENE,ALKYLATION,RUSSIAN TECHNOLOGY
503,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,RUSSIAN TECHNOLOGY
502,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE UOP Q-MAX™ PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,RUSSIAN TECHNOLOGY
501,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE VERSALIS/LUMMUS PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,RUSSIAN TECHNOLOGY
497,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ALUMINUM CHLORIDE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,RUSSIAN TECHNOLOGY
500,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, SOLID PHOSPHORIC ACID CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,RUSSIAN TECHNOLOGY
499,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ZOELITE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,RUSSIAN TECHNOLOGY
498,CUMENE FROM REFINERY-GRADE PROPYLENE BY BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,RUSSIAN TECHNOLOGY
505,CUMENE BY A CATALYTIC DISTILLATION PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,SIR
504,CUMENE FROM BENZENE AND PROPYLENE,CUMENE,BENZENE/PROPYLENE,ALKYLATION,SIR
503,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,SIR
502,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE UOP Q-MAX™ PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,SIR
501,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE VERSALIS/LUMMUS PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,SIR
497,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ALUMINUM CHLORIDE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,SIR
500,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, SOLID PHOSPHORIC ACID CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,SIR
499,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ZOELITE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,SIR
498,CUMENE FROM REFINERY-GRADE PROPYLENE BY BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,SIR
505,CUMENE BY A CATALYTIC DISTILLATION PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UNION CARBIDE
504,CUMENE FROM BENZENE AND PROPYLENE,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UNION CARBIDE
503,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UNION CARBIDE
502,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE UOP Q-MAX™ PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UNION CARBIDE
501,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE VERSALIS/LUMMUS PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UNION CARBIDE
497,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ALUMINUM CHLORIDE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,UNION CARBIDE
500,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, SOLID PHOSPHORIC ACID CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,UNION CARBIDE
499,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ZOELITE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,UNION CARBIDE
498,CUMENE FROM REFINERY-GRADE PROPYLENE BY BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UNION CARBIDE
505,CUMENE BY A CATALYTIC DISTILLATION PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP
504,CUMENE FROM BENZENE AND PROPYLENE,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP
503,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP
502,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE UOP Q-MAX™ PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP
501,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE VERSALIS/LUMMUS PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP
497,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ALUMINUM CHLORIDE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP
500,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, SOLID PHOSPHORIC ACID CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP
499,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ZOELITE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP
498,CUMENE FROM REFINERY-GRADE PROPYLENE BY BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP
505,CUMENE BY A CATALYTIC DISTILLATION PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP/HUELS
504,CUMENE FROM BENZENE AND PROPYLENE,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP/HUELS
503,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP/HUELS
502,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE UOP Q-MAX™ PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP/HUELS
501,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE VERSALIS/LUMMUS PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP/HUELS
497,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ALUMINUM CHLORIDE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP/HUELS
500,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, SOLID PHOSPHORIC ACID CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP/HUELS
499,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ZOELITE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP/HUELS
498,CUMENE FROM REFINERY-GRADE PROPYLENE BY BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,UOP/HUELS
505,CUMENE BY A CATALYTIC DISTILLATION PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,n.a.
504,CUMENE FROM BENZENE AND PROPYLENE,CUMENE,BENZENE/PROPYLENE,ALKYLATION,n.a.
503,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,n.a.
502,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE UOP Q-MAX™ PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,n.a.
501,CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE BY THE VERSALIS/LUMMUS PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,n.a.
497,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ALUMINUM CHLORIDE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,n.a.
500,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, SOLID PHOSPHORIC ACID CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,n.a.
499,"CUMENE FROM BENZENE AND REFINERY GRADE PROPYLENE, ZOELITE CATALYST",CUMENE,BENZENE/PROPYLENE,ALKYLATION,n.a.
498,CUMENE FROM REFINERY-GRADE PROPYLENE BY BADGER PROCESS,CUMENE,BENZENE/PROPYLENE,ALKYLATION,n.a.
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,DEHYDROGENATION,INST. FRANC. DU PETROLE
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,DEHYDROGENATION,n.a.
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,ARCO/ENGELHARD
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,BASF
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,HOUDRY
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,HOUILLIERE DE BASSIN DE L
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,INST. FRANC. DU PETROLE
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,MITSUBISHI
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,PHILLIPS PETROLEUM
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,RUSSIAN TECHNOLOGY
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,STAMICARBON
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,TEXACO
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,TORAY INDUSTRIES
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,UOP
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,HYDROGENATION,n.a.
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,BENZENE,n.a.,n.a.
511,CYCLOHEXANE FROM BENZENE BY HYDROGENATION,CYCLOHEXANE,NATURAL GASOLINE,FRACTIONATION,PHILLIPS PETROLEUM
516,CYCLOHEXANONE VIA CYCLOHEXANE OXIDATION,CYCLOHEXANONE,CYCLOHEXANE,OXIMATION,n.a.
516,CYCLOHEXANONE VIA CYCLOHEXANE OXIDATION,CYCLOHEXANONE,CYCLOHEXANE,n.a.,n.a.
517,CYCLOHEXANONE BY BIONIC OXIDATION WITH SINOPEC TECHNOLOGY,CYCLOHEXANONE,CYCLOHEXANE/ADIPIC,n.a.,n.a.
516,CYCLOHEXANONE VIA CYCLOHEXANE OXIDATION,CYCLOHEXANONE,CYCLOHEXANE/ADIPIC,n.a.,n.a.
517,CYCLOHEXANONE BY BIONIC OXIDATION WITH SINOPEC TECHNOLOGY,CYCLOHEXANONE,CYCLOHEXANE/CPL,n.a.,n.a.
516,CYCLOHEXANONE VIA CYCLOHEXANE OXIDATION,CYCLOHEXANONE,CYCLOHEXANE/CPL,n.a.,n.a.
517,CYCLOHEXANONE BY BIONIC OXIDATION WITH SINOPEC TECHNOLOGY,CYCLOHEXANONE,PHENOL,n.a.,n.a.
516,CYCLOHEXANONE VIA CYCLOHEXANE OXIDATION,CYCLOHEXANONE,PHENOL,n.a.,n.a.
517,CYCLOHEXANONE BY BIONIC OXIDATION WITH SINOPEC TECHNOLOGY,CYCLOHEXANONE,PHENOL/ADIPIC,n.a.,n.a.
516,CYCLOHEXANONE VIA CYCLOHEXANE OXIDATION,CYCLOHEXANONE,PHENOL/ADIPIC,n.a.,n.a.
517,CYCLOHEXANONE BY BIONIC OXIDATION WITH SINOPEC TECHNOLOGY,CYCLOHEXANONE,PHENOL/CPL,n.a.,n.a.
516,CYCLOHEXANONE VIA CYCLOHEXANE OXIDATION,CYCLOHEXANONE,PHENOL/CPL,n.a.,n.a.
155,,DAA/MIBK/KETONES,0,n.a.,n.a.
161,,DEASPHALTING,DEASPHALTING,AXENS,n.a.
171,,DEASPHALTING,DEASPHALTING,FOSTER & WHEELER,n.a.
160,,DEASPHALTING,DEASPHALTING,KELLOGG,n.a.
158,,DEASPHALTING,DEASPHALTING,ROSE,n.a.
163,,DEASPHALTING,DEASPHALTING,UNIVERSAL OIL PRODUCTS CO,n.a.
156,,DEASPHALTING,DEASPHALTING,n.a.,n.a.
168,,DEASPHALTING,DEASPHALTING-C3,AMOCO,n.a.
169,,DEASPHALTING,DEASPHALTING-C3,FOSTER & WHEELER,n.a.
165,,DEASPHALTING,DEASPHALTING-C3,KELLOGG,n.a.
170,,DEASPHALTING,DEASPHALTING-C3,LUMMUS,n.a.
164,,DEASPHALTING,DEASPHALTING-C3,ROSE,n.a.
166,,DEASPHALTING,DEASPHALTING-C3,SHELL,n.a.
157,,DEASPHALTING,DEASPHALTING-C3,n.a.,n.a.
167,,DEASPHALTING,DEASPHALTING-C4,ROSE,n.a.
162,,DEASPHALTING,DEASPHALTING-C4,UNIVERSAL OIL PRODUCTS CO,n.a.
159,,DEASPHALTING,DEASPHALTING-C4,n.a.,n.a.
601,DIMETHYL TEREPHTHALATE FROM CRUDE TEREPHTHALIC ACID BY ESTERIFICATION WITH METHANOL,DMT,CHEM. RECYCLING (PET),METHANOLYSIS,EASTMAN CHEMICAL
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,CHEM. RECYCLING (PET),METHANOLYSIS,EASTMAN CHEMICAL
603,DIMETHYL TEREPHTHALATE FROM RECYCLE POLYETHYLENE TEREPHTHALATE FILM BY METHANOLYSIS,DMT,CHEM. RECYCLING (PET),METHANOLYSIS,EASTMAN CHEMICAL
604,DIMETHYL TEREPHTHALATE FROM p-XYLENE BY SUCCESSIVE OXIDATIONS AND ESTERIFICATIONS,DMT,CHEM. RECYCLING (PET),METHANOLYSIS,EASTMAN CHEMICAL
605,DMT BY CHEMICAL RECYCLING OF PET BY A PROCESS SIMILAR TO EASTMAN’S METHANOLYSIS PROCESS,DMT,CHEM. RECYCLING (PET),METHANOLYSIS,EASTMAN CHEMICAL
601,DIMETHYL TEREPHTHALATE FROM CRUDE TEREPHTHALIC ACID BY ESTERIFICATION WITH METHANOL,DMT,CHEM. RECYCLING (PET),METHANOLYSIS,n.a.
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,CHEM. RECYCLING (PET),METHANOLYSIS,n.a.
603,DIMETHYL TEREPHTHALATE FROM RECYCLE POLYETHYLENE TEREPHTHALATE FILM BY METHANOLYSIS,DMT,CHEM. RECYCLING (PET),METHANOLYSIS,n.a.
604,DIMETHYL TEREPHTHALATE FROM p-XYLENE BY SUCCESSIVE OXIDATIONS AND ESTERIFICATIONS,DMT,CHEM. RECYCLING (PET),METHANOLYSIS,n.a.
605,DMT BY CHEMICAL RECYCLING OF PET BY A PROCESS SIMILAR TO EASTMAN’S METHANOLYSIS PROCESS,DMT,CHEM. RECYCLING (PET),METHANOLYSIS,n.a.
601,DIMETHYL TEREPHTHALATE FROM CRUDE TEREPHTHALIC ACID BY ESTERIFICATION WITH METHANOL,DMT,CHEM. RECYCLING (PET),n.a.,n.a.
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,CHEM. RECYCLING (PET),n.a.,n.a.
603,DIMETHYL TEREPHTHALATE FROM RECYCLE POLYETHYLENE TEREPHTHALATE FILM BY METHANOLYSIS,DMT,CHEM. RECYCLING (PET),n.a.,n.a.
604,DIMETHYL TEREPHTHALATE FROM p-XYLENE BY SUCCESSIVE OXIDATIONS AND ESTERIFICATIONS,DMT,CHEM. RECYCLING (PET),n.a.,n.a.
605,DMT BY CHEMICAL RECYCLING OF PET BY A PROCESS SIMILAR TO EASTMAN’S METHANOLYSIS PROCESS,DMT,CHEM. RECYCLING (PET),n.a.,n.a.
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,P-XYLENE,DIRECT OXIDATION,EASTMAN CHEMICAL
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,P-XYLENE,INDIRECT OXIDATION,AMOCO
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,P-XYLENE,INDIRECT OXIDATION,DUPONT
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,P-XYLENE,INDIRECT OXIDATION,EASTMAN CHEMICAL
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,P-XYLENE,INDIRECT OXIDATION,HERCULES
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,P-XYLENE,INDIRECT OXIDATION,HOECHST/WITTEN
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,P-XYLENE,INDIRECT OXIDATION,MITSUBISHI
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,P-XYLENE,INDIRECT OXIDATION,RHONE POULENC
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,P-XYLENE,INDIRECT OXIDATION,TORAY INDUSTRIES
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,P-XYLENE,INDIRECT OXIDATION,WITTEN(DYNAMIT NOBEL)
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,P-XYLENE,INDIRECT OXIDATION,n.a.
601,DIMETHYL TEREPHTHALATE FROM CRUDE TEREPHTHALIC ACID BY ESTERIFICATION WITH METHANOL,DMT,SCRAP,RECYCLE,n.a.
602,DIMETHYL TEREPHTHALATE FROM P-XYLENE BY OXIDATIONS AND ESTERIFICATIONS,DMT,SCRAP,RECYCLE,n.a.
603,DIMETHYL TEREPHTHALATE FROM RECYCLE POLYETHYLENE TEREPHTHALATE FILM BY METHANOLYSIS,DMT,SCRAP,RECYCLE,n.a.
604,DIMETHYL TEREPHTHALATE FROM p-XYLENE BY SUCCESSIVE OXIDATIONS AND ESTERIFICATIONS,DMT,SCRAP,RECYCLE,n.a.
605,DMT BY CHEMICAL RECYCLING OF PET BY A PROCESS SIMILAR TO EASTMAN’S METHANOLYSIS PROCESS,DMT,SCRAP,RECYCLE,n.a.
269,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (INOVYL),EDC,ETHYLENE/CHLORINE,CHLORINATION,ATOCHEM
270,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (OXY VINYLS),EDC,ETHYLENE/CHLORINE,CHLORINATION,ATOCHEM
271,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FIXED-BED REACTOR, OXYGEN-BASED (INOVYL)",EDC,ETHYLENE/CHLORINE,CHLORINATION,ATOCHEM
268,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FLUIDIZED-BED REACTOR, OXYGEN-BASED (OXY VINYLS)",EDC,ETHYLENE/CHLORINE,CHLORINATION,ATOCHEM
241,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (INOVYL),EDC,ETHYLENE/CHLORINE,CHLORINATION,DOW
242,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (OXY VINYLS),EDC,ETHYLENE/CHLORINE,CHLORINATION,DOW
243,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FIXED-BED REACTOR, OXYGEN-BASED (INOVYL)",EDC,ETHYLENE/CHLORINE,CHLORINATION,DOW
240,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FLUIDIZED-BED REACTOR, OXYGEN-BASED (OXY VINYLS)",EDC,ETHYLENE/CHLORINE,CHLORINATION,DOW
201,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (INOVYL),EDC,ETHYLENE/CHLORINE,CHLORINATION,ETHYL
202,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (OXY VINYLS),EDC,ETHYLENE/CHLORINE,CHLORINATION,ETHYL
203,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FIXED-BED REACTOR, OXYGEN-BASED (INOVYL)",EDC,ETHYLENE/CHLORINE,CHLORINATION,ETHYL
200,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FLUIDIZED-BED REACTOR, OXYGEN-BASED (OXY VINYLS)",EDC,ETHYLENE/CHLORINE,CHLORINATION,ETHYL
189,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (INOVYL),EDC,ETHYLENE/CHLORINE,CHLORINATION,EVC
190,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (OXY VINYLS),EDC,ETHYLENE/CHLORINE,CHLORINATION,EVC
191,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FIXED-BED REACTOR, OXYGEN-BASED (INOVYL)",EDC,ETHYLENE/CHLORINE,CHLORINATION,EVC
188,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FLUIDIZED-BED REACTOR, OXYGEN-BASED (OXY VINYLS)",EDC,ETHYLENE/CHLORINE,CHLORINATION,EVC
181,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (INOVYL),EDC,ETHYLENE/CHLORINE,CHLORINATION,GOODRICH
182,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (OXY VINYLS),EDC,ETHYLENE/CHLORINE,CHLORINATION,GOODRICH
183,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FIXED-BED REACTOR, OXYGEN-BASED (INOVYL)",EDC,ETHYLENE/CHLORINE,CHLORINATION,GOODRICH
180,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FLUIDIZED-BED REACTOR, OXYGEN-BASED (OXY VINYLS)",EDC,ETHYLENE/CHLORINE,CHLORINATION,GOODRICH
253,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (INOVYL),EDC,ETHYLENE/CHLORINE,CHLORINATION,GOODRICH/HOECHST
254,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (OXY VINYLS),EDC,ETHYLENE/CHLORINE,CHLORINATION,GOODRICH/HOECHST
255,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FIXED-BED REACTOR, OXYGEN-BASED (INOVYL)",EDC,ETHYLENE/CHLORINE,CHLORINATION,GOODRICH/HOECHST
252,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FLUIDIZED-BED REACTOR, OXYGEN-BASED (OXY VINYLS)",EDC,ETHYLENE/CHLORINE,CHLORINATION,GOODRICH/HOECHST
277,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (INOVYL),EDC,ETHYLENE/CHLORINE,CHLORINATION,HOECHST
278,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (OXY VINYLS),EDC,ETHYLENE/CHLORINE,CHLORINATION,HOECHST
279,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FIXED-BED REACTOR, OXYGEN-BASED (INOVYL)",EDC,ETHYLENE/CHLORINE,CHLORINATION,HOECHST
276,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FLUIDIZED-BED REACTOR, OXYGEN-BASED (OXY VINYLS)",EDC,ETHYLENE/CHLORINE,CHLORINATION,HOECHST
293,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (INOVYL),EDC,ETHYLENE/CHLORINE,CHLORINATION,HUELS
294,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (OXY VINYLS),EDC,ETHYLENE/CHLORINE,CHLORINATION,HUELS
295,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FIXED-BED REACTOR, OXYGEN-BASED (INOVYL)",EDC,ETHYLENE/CHLORINE,CHLORINATION,HUELS
292,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FLUIDIZED-BED REACTOR, OXYGEN-BASED (OXY VINYLS)",EDC,ETHYLENE/CHLORINE,CHLORINATION,HUELS
173,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (INOVYL),EDC,ETHYLENE/CHLORINE,CHLORINATION,MITSUI TOATSU CHEMICAL
174,ETHYLENE DICHLORIDE BY DIRECT CHLORINATION: LIQUID-PHASE HTC PROCESS (OXY VINYLS),EDC,ETHYLENE/CHLORINE,CHLORINATION,MITSUI TOATSU CHEMICAL
175,"ETHYLENE DICHLORIDE BY OXYCHLORINATION: FIXED-BED REACTOR, OXYGEN-BASED (INOVYL)",EDC,ETHYLENE/CHLORINE,CHLORINATION,MITSUI TOATSU CHEMICAL
